,State,County,cluster
1095,Wisconsin,Ashland,0
1096,Wisconsin,Brown,0
1097,Wisconsin,Buffalo,2
1098,Wisconsin,Columbia,0
1099,Wisconsin,Dane,0
1100,Wisconsin,Dodge,0
1101,Wisconsin,Door,0
1102,Wisconsin,Eau Claire,1
1103,Wisconsin,Florence,0
1104,Wisconsin,Forest,0
1105,Wisconsin,Grant,1
1106,Wisconsin,Jackson,1
1107,Wisconsin,Jefferson,0
1108,Wisconsin,Kenosha,3
1109,Wisconsin,Kewaunee,0
1110,Wisconsin,La Crosse,1
1111,Wisconsin,Manitowoc,0
1112,Wisconsin,Marathon,0
1113,Wisconsin,Milwaukee,3
1114,Wisconsin,Monroe,1
1115,Wisconsin,Outagamie,1
1116,Wisconsin,Ozaukee,3
1117,Wisconsin,Polk,2
1118,Wisconsin,Racine,3
1119,Wisconsin,Rock,0
1120,Wisconsin,Sauk,0
1121,Wisconsin,Sheboygan,0
1122,Wisconsin,St. Croix,0
1123,Wisconsin,Taylor,0
1124,Wisconsin,Vernon,0
1125,Wisconsin,Vilas,0
1126,Wisconsin,Walworth,0
1127,Wisconsin,Waukesha,1
1128,Wisconsin,Winnebago,3
1129,Wyoming,Albany,0
1130,Wyoming,Big Horn,0
1131,Wyoming,Campbell,3
1132,Wyoming,Carbon,0
1133,Wyoming,Converse,0
1134,Wyoming,Fremont,0
1135,Wyoming,Johnson,0
1136,Wyoming,Laramie,0
1137,Wyoming,Lincoln,2
1138,Wyoming,Natrona,0
1139,Wyoming,Park,1
1140,Wyoming,Platte,2
1141,Wyoming,Sheridan,2
1142,Wyoming,Sublette,0
1143,Wyoming,Sweetwater,0
1144,Wyoming,Teton,0
1145,Wyoming,Uinta,0
1146,Wyoming,Weston,0
